it_id	italian	nl_id	dutch
2128574	Sei allergico a questo medicinale?	6089230	Reageer je allergisch op dit geneesmiddel?
3588336	Il suo piano sembra ottimo.	690847	Uw plan klinkt uitstekend.
2692205	Non giocare con i suoi sentimenti!	2692210	Speel niet met haar gevoelens!
664277	Lui ha più di cinque dizionari.	663498	Hij heeft meer dan vijf woordenboeken.
3874064	Questa nave è diretta a Vancouver.	1497631	Dit schip vaart naar Vancouver.
2520826	Che donna egoista!	2655540	Wat een egoïstische vrouw!
814066	Ho smesso di fumare.	418780	Ik ben gestopt met roken.
5653398	Prenda un uovo dal frigo.	991462	Neem een ei uit de koelkast.
975420	Ordiniamo due bottiglie.	975411	Laten we twee flessen bestellen.
388797	Perché non vieni con noi?	7987238	Waarom kom je niet met ons mee?
2798887	Credevo che fosse un dottore.	6086664	Ik geloofde dat hij een arts was.
2515113	È triste ma vero.	7992994	Treurig, maar waar!
5980594	Questo è il mio ombrello.	7460019	Dit is mijn paraplu.
914232	Per favore, mi mostri queste foto.	394620	Kunt u me deze foto's laten zien, alstublieft?
119812	Ciao, Tom.	857984	Hallo, Tom.
1964333	Ha la possibilità di lavorare!	4274397	Hij heeft de mogelijkheid om te werken!
839445	La partita di calcio è domani.	9364743	Morgen is de voetbalwedstrijd.
1169232	Il cane è rosso.	7770028	De hond is rood.
3564204	Tom è il mio fratellastro.	6046779	Tom is mijn halfbroer.
3591981	Il vino viene prodotto a partire dall'uva.	2994532	Wijn wordt van druiven gemaakt.
7314866	Tom è il perfetto capro espiatorio.	12269768	Tom is de perfecte zondebok.
390061	Dov'è il dentifricio?	473345	Waar is de tandpasta?
1286667	Sono gli unici due studenti che imparano il cinese.	3174971	Zij zijn de twee enige studenten die Chinees leren.
4509402	Volevano rubare la macchina.	4509404	Ze wilden de auto stelen.
4709147	Finirò questo lavoro in qualche modo.	413569	Ik zal dit werk op een of andere manier afmaken.
3495733	Tom odiava Mary.	7499696	Tom haatte Maria.
1708375	Sono le tre meno un quarto.	9286821	Het is kwart voor drie.
1741384	Io provavo a parlare in cinese e il signor Wang provava a parlare in francese.	1714206	Ik probeerde in het Chinees te praten en mijnheer Wang probeerde in het Frans te praten.
8967444	È il signor Jones.	9758670	Hij is meneer Jones.
922399	Coontinuò a leggere il suo libro come se non fosse successo niente.	675904	Hij bleef in zijn boek lezen alsof er niets gebeurd was.
662738	Ci sono alcuni negozi vicino a casa mia.	9364612	Er zijn een paar winkels naast mijn huis.
424387	Jimmy conosce tutto sulle macchine.	4266035	Jimmy weet alles over auto's.
392519	Che Dio salvi la regina.	1176758	God beware de koningin.
2710571	La gioielleria è aperta.	3787333	De juwelier is open.
5390754	I prezzi variano in base alla posizione.	5383389	De prijzen variëren al naargelang de plaats.
3630672	Oggi sono online.	4903857	Ik ben vandaag online.
5833398	Questa è una statua di Mercurio.	7907112	Dit is een standbeeld van Mercurius.
483321	Sei il mio raggio di sole.	699760	Ge zijt mijn zonnetje.
2162599	Quella ha qualcosa a che fare con questo problema.	6115137	Dat heeft iets met dit probleem te maken.
8900301	Dicono che non lo faranno più.	11307905	Ze zeggen dat ze dat niet meer zullen doen.
878476	La batteria è quasi scarica!	397067	De batterij is leeg!
4569491	Le persone cambiano.	8102425	Mensen veranderen.
5709764	Non guardarti mai indietro.	9259771	Kijk nooit achterom.
5973940	La stazione era deserta.	4671050	Het station was verlaten.
1308320	Dice che verrà domani.	3610157	Ze zegt dat ze morgen komt.
2615566	Nel mezzo del cammin di nostra vita mi ritrovai per una selva oscura, ché la diritta via era smarrita.	11023495	In het midden van ons levenspad gekomen, kwam ik tot bezinning in een donker bos, want ik had niet de rechte weg genomen.
1666968	I nostri dei sono morti.	9285688	Onze goden zijn dood.
1086132	Andò a letto presto.	449422	Hij ging vroeg naar bed.
3165334	La felicità è un miraggio.	10891138	Geluk is een hersenschim.
984709	Gli uccelli stanno cantando sugli alberi.	854611	De vogels zingen in de bomen.
7889433	Quale browser è il tuo preferito?	11562094	Wat is jouw favoriete browser?
4731543	Il movente per l'omicidio non è ancora noto.	1440452	Het motief voor de moord is nog niet bekend.
2932776	Joshua è gay.	7323748	Joshua is homo.
4001716	Mi riesce a chiamare un taxi?	481120	Kunt u een taxi voor me bestellen?
1255462	Tom è pigro.	7499667	Tom is lui.
772303	Studia il cinese.	597221	Hij studeert Chinees.
2676073	Mia madre mise la torta nel frigorifero.	2676077	Mijn moeder heeft de taart in de koelkast gelegd.
2013724	Abbiamo scoperto l'acqua calda!	3267062	We hebben het warm water uitgevonden!
3548109	Vilnius è la capitale della Lituania.	7463152	Vilnius is de hoofdstad van Litouwen.
4952142	Mio padre vive in campagna.	1048748	Mijn vader leeft op de buiten.
4556891	Stupidaggini!	4576488	Onzin!
7479253	Tom pranza vicino all'ufficio dove lavora.	7281498	Tom luncht vlak bij het kantoor waar hij werkt.
607364	Ciao!	537889	Hoi.
12150774	Mary ha parlato della sua scuola.	12343798	Mary praatte over haar school.
2838196	I giapponesi sono asiatici.	8758849	Japanners zijn Aziaten.
2862883	Bisogna scegliere bene le parole chiave.	4511224	Je moet de trefwoorden precies kiezen.
5592276	Il lago è inquinato.	7523281	Het meer is vervuild.
6871406	Usate la lingua internazionale (esperanto).	11908091	Gebruik de internationale taal (Esperanto).
5399933	Tom è un testimone oculare?	9779894	Is Tom een ​​ooggetuige?
3633833	Quanti anni hanno i vostri figli?	602160	Hoe oud zijn jullie kinderen?
726448	Quando comincia lo spettacolo?	2775402	Hoe laat begint de voorstelling?
2702415	Tom non vuole andare.	3627351	Tom wil niet gaan.
10311316	Il dieci per cento della popolazione non lavora.	12405452	Tien procent van de bevolking werkt niet.
6550861	Ho visto Tom.	7314940	Ik zag Tom.
899251	Mi vergogno della infingardaggine di mio figlio.	704838	Ik ben beschaamd over de luiheid van mijn zoon.
3626131	Questi sono gli scarponi da sci di Tom.	7487257	Dit zijn Toms skischoenen.
4532801	Tom e Mary hanno una figlia.	8493882	Tom en Mary hebben een dochter.
3532498	Cosa stiamo facendo qui?	9476502	Wat doen we hier?
5827147	Continua a sognare!	7959716	Blijf dromen!
11608464	Tutti devono morire un giorno.	11608402	Iedereen moet eens sterven.
581911	Suo padre è giapponese.	581917	Zijn vader is Japans.
5061881	È chiaramente inevitabile.	8556713	Dat is duidelijk niet te vermijden.
4333777	Non c'è alcun errore.	745104	Er is geen fout.
373837	È nuovo.	650013	Het is nieuw.
429836	Lui è fotogenico.	444530	Hij is fotogeniek.
11387211	Il gatto stava toccando il topo con la zampa.	11388269	De kat raakte de muis met haar poot aan.
11576055	Tutti rispettano l'imperatore.	11576064	Allen respecteren de keizer.
4741909	Loro proveranno.	8775728	Zij zullen proberen.
377632	Il simbolo chimico H significa idrogeno.	3270200	Het scheikundige symbool H duidt op waterstof.
662812	Hai capito quello che lui ha detto?	662699	Heb jij begrepen wat hij zei?
2596753	Sì, lo so.	12160751	Ja, dat weet ik.
3271849	Mélanie pensa che si metterà a piovere.	3162217	Melanie denkt dat het gaat regenen.
745289	Rise.	377933	Hij lachte.
6451891	Tom sapeva che Mary era infelice.	9082943	Tom wist dat Mary ongelukkig was.
1537647	Mi leggi nel pensiero.	2692175	Je leest mijn gedachten.
386320	Sono cugini, se ricordo bene.	846517	Ze zijn neven, als ik het me goed herinner.
1520761	Sono sempre fiero della mia famiglia.	749398	Ik ben altijd trots op mijn familie.
10154349	Nel nome del Padre, del Figlio e dello Spirito Santo.	12131910	In de naam van de Vader, en van de Zoon, en van de Heilige Geest.
6057498	Ho sentito che Tom mi stava cercando.	12288766	Ik hoorde dat Tom me zocht.
835356	Ha confrontato la sua macchina con una nuova.	8506515	Hij vergeleek zijn auto met het nieuwe model.
2920774	Mia sorella è più giovane di me.	3536150	Mijn zus is jonger dan ik.
399716	Questa è mia madre.	9075348	Dit is mijn moeder.
2477961	Hai mai piantato un albero?	7706652	Heb je ooit een boom geplant?
3816072	Tom vuole dell'acqua.	11898285	Tom wil water.
11392132	La situazione è difficile.	11392149	De situatie is moeilijk.
625229	Quali sono i vantaggi e gli svantaggi di essere giovane?	850741	Welke voor- en nadelen heeft het jong zijn?
2029005	È molto riservato su ciò che riguarda la sua vita in famiglia.	736245	Hij is heel discreet over zijn gezinsleven.
837803	Tu sei una persona.	706607	Gij zijt een persoon.
3537229	I gatti uccidono i topi.	3959221	Katten doden ratten.
3836887	Tom è entusiasta.	7487413	Tom is enthousiast.
5351719	Tom sta sorvegliando.	10976908	Tom houdt toezicht.
1539960	Guardò fuori dalla finestra.	850656	Hij keek uit het raam.
9289288	Ha detto che era daltonico.	7684256	Hij zei dat hij kleurenblind was.
1819449	Hai la mia parola.	12021613	Je hebt mijn woord.
399874	C'era una grande stella d'oro sulla porta.	402391	Er stond een grote gouden ster op de deur.
835537	Lui è un insegnante.	446585	Hij is leraar.
2853669	Ci sono alluvioni in Germania?	7812018	Zijn er overstromingen in Duitsland?
2222258	Devi voltare qui a sinistra.	2478619	Hier moet je linksaf slaan.
3625886	Tom è stato ferito?	10019846	Raakte Tom gewond?
6722393	Sai dove si trova il ristorante?	9341959	Weet je waar het restaurant is?
11545424	Sono giocatori di baseball.	12090331	Het zijn honkbalspelers.
10813011	Mennad ha l'eczema.	9032089	Mennad heeft eczeem.
3838134	Tom sta morendo?	8666982	Is Tom aan het sterven?
2394507	Sono di Shizuoka.	3529063	Ik kom uit Shizuoka vandaan.
5994461	Non l'ho visto oggi.	6742975	Ik heb hem vandaag niet gezien.
1405096	Che giornale prende?	7207044	Welke krant neemt u?
4508	Non mi piace la scuola.	378007	Ik vind school niet leuk.
794223	Tutti hanno paura del tempo.	9332697	Iedereen is bang voor de tijd.
753283	La Germania è un paese freddo.	3704749	Duitsland is een koud land.
8507836	Ha le orecchie grandi.	12332805	Hij heeft grote oren.
1369325	L'aereo atterrò precisamente alle 6.	1624325	Het vliegtuig landde om zes uur precies.
5836839	Il suo francese è perfetto.	8002994	Uw Frans is perfect.
7138014	Sami fuma?	7162050	Rookt Sami?
1520796	Il pappagallo è morto.	1125413	De papegaai is dood.
7093493	Tom ha una mappa del tesoro.	7099496	Tom heeft een schatkaart.
373703	Questa scuola è stata fondata nel 1650.	377411	Deze school is opgericht in 1650.
378723	Dovresti dormire.	379560	Je zou moeten slapen.
9004903	Tom non è un anarchico.	8987770	Tom is geen anarchist.
9542079	Come hai scoperto che Tom era malato?	11137262	Hoe ben je erachter gekomen dat Tom ziek was?
393280	Tom le ha mostrato la lettera di Babbo Natale.	393260	Tom liet haar de brief van de Kerstman zien.
3157547	La mia amica Judy è in Olanda con sua zia Greta.	8537550	Mijn vriendin Judy is met haar tante Greta in Nederland.
9065506	Sami andava alla moschea ogni giorno.	7318495	Sami ging elke dag naar de moskee.
375270	Certe persone preferiscono il mare, altre preferiscono la montagna.	3169599	Sommigen houden het meest van de zee, anderen van de bergen.
2754412	Fa particolarmente caldo oggi.	801532	Het is vandaag bijzonder heet.
5098840	La rosa appartiene a Teodoro.	9484291	De roos is van Theodore.
1334612	Una volta ogni tanto siamo d'accordo.	4439067	Nun en dan zijn we het eens.
791275	Roma è una città italiana.	850778	Rome is een Italiaanse stad.
9110655	La mia insegnante è molto severa.	12261046	Mijn lerares is erg streng.
12323072	È molto più facile iniziare che finire.	12323088	Het is veel gemakkelijker om te beginnen dan om te eindigen.
3761993	Loro stavano nuotando.	8580613	Ze waren aan het zwemmen.
10233026	Il tavolo è rosso.	7488228	De tafel is rood.
8726843	È strana, vero?	12542327	Ze is raar, nietwaar?
1847882	Tom mangia raramente con la sua famiglia.	4927494	Tom eet zelden met zijn familie.
1062345	A parte nel suo tallone, Achille era invulnerabile.	9938998	Afgezien van zijn hiel was Achilles onkwetsbaar.
5744086	La capitale della Serbia è Belgrado.	7907561	De hoofdstad van Servië is Belgrado.
378724	Dormi bene, Timmy.	377989	Slaap lekker, Timmy.
3154163	Il cavallo non è bianco.	8466552	Het paard is niet wit.
4176591	Dov'è il mercato?	4757545	Waar is de markt?
1064342	Tom e Mary sono buoni amici.	4401954	Tom en Maria zijn goede vrienden.
385342	Quella è la casa dove abita lui.	1532599	Dat is het huis waar hij woont.
1003928	Hai un fratello, Pedro?	1529556	Heb je een broer, Pedro?
3205884	Sai leggere?	9061182	Kan je lezen?
9072799	Ha letto tutto il Corano.	9807959	Hij heeft de hele Koran gelezen.
723351	Sto cercando un assistente.	6606674	Ik zoek een assistent.
1710571	Noi stavamo giocando nel parco.	1593621	We waren in het park aan het spelen.
3534722	Mi scusi, può fare il sushi senza wasabi?	7669143	Neem me niet kwalijk, kunt u de sushi zonder wasabi maken?
1405111	La terra gira attorno al sole.	976123	De aarde draait rond de zon.
1553779	Tutto bene?	5421537	Alles goed?
7870346	Le arance sono sempre arancioni?	9436417	Zijn sinaasappels altijd oranje?
3837172	Tom è impaziente.	7487409	Tom is ongeduldig.
5537197	I bambini sono a scuola.	8244644	De kinderen zijn op school.
8785227	Figlio mio!	9052924	Mijn zoon!
791103	Molto bene, grazie.	8255877	Heel goed, dank je wel.
5487391	Siamo pronti a giocare.	7303949	We zijn klaar om te spelen.
1607445	Mio nonno mi diede un regalo di compleanno.	9535971	Mijn grootvader heeft me een verjaardagscadeautje gegeven.
384510	Avete già letto il giornale di oggi?	384497	Hebben jullie de krant van vandaag al gelezen?
2932776	Joshua è gay.	7323747	Joshua is gay.
2188715	Cuzco è uno dei posti più interessanti del mondo.	9436640	Cuzco is een van de meest interessante plekken ter wereld.
3112272	I gatti possono vedere anche in luoghi bui.	1959310	Katten kunnen zelfs op donkere plaatsen zien.
5964211	Lavora in Belgio.	9979362	Zij werkt in België.
428070	Auckland è una città della Nuova Zelanda.	3164037	Auckland is een stad in Nieuw-Zeeland.
1283937	Il lunedì sera mi annoio sempre.	1268797	Ik verveel me altijd op maandagavond.
6162730	I bambini amano Halloween.	7365214	Kinderen houden van Halloween.
810553	La vita è una malattia mortale a trasmissione sessuale.	810551	Het leven is een dodelijke seksueel overdraagbare ziekte.
806771	Verso quale età si sposano i giapponesi?	940588	Rond welke leeftijd trouwen Japanners?
6063199	Il nuovo piano funzionò bene.	423606	Het nieuwe plan werkte goed.
5004837	Chi sono io per criticarlo?	7955788	Wie ben ik om hem te bekritiseren?
3224900	Cosa gli avete fatto?	4521425	Wat heb je hem aangedaan?
384869	La Cina è il più grande paese dell'Asia.	377387	China is het grootste land in Azië.
4637363	Tè senza ghiaccio.	1045901	Thee zonder ijs.
374615	Chi ha inventato il telefono?	387087	Wie heeft de telefoon uitgevonden?
2608782	Tom ha comprato a Mary una bella macchina fotografica.	2523208	Tom kocht voor Mary een mooi fototoestel.
2864411	Il bambino è sporco.	1540418	Het kind is vies.
6685749	Non penso che sia colpa mia.	12068505	Ik denk niet dat het mijn schuld is.
6212343	Chi crederà a lui?	12334355	Wie gaat hem geloven?
387490	È mio fratello.	644931	Hij is mijn broer.
4522387	Buongiorno, signora.	3438323	Dag mevrouw.
2588051	L'acqua del rubinetto è pericolosa.	7699064	Kraanwater is gevaarlijk.
3472173	Lui parla portoghese.	3482510	Hij spreekt Portugees.
5281438	Nessuno mi ha fatto del male.	9259175	Niemand deed me pijn.
387492	La mia valigia è rotta.	3114055	Mijn koffer is stuk.
6158037	Hanno un cavallo.	9111199	Ze hebben een paard.
2190948	Tom è incosciente.	9275008	Tom is buiten bewustzijn.
741773	Che cosa hai fatto oggi?	4356661	Wat heb je vandaag gedaan?
692913	Riposa in pace.	699915	Rust in vrede.
11690657	Ci sono piramidi in tutto il mondo non solo in Egitto.	11690648	Er zijn piramides over de hele wereld, niet alleen in Egypte.
5780716	Grazie, amici.	6116723	Bedankt, vrienden.
410123	Quando avevo la tua età, Plutone era un pianeta.	9703021	Toen ik zo oud was als jij, was Pluto een planeet.
8357679	L'inglese è una specie di linguaggio universale.	8388251	Engels is een soort van universele taal.
373855	Non abbiamo zucchero.	449426	We hebben geen suiker.
2677575	Io asciugo la mia camicia.	2677579	Ik droog mijn shirt.
4766553	Tom è qui a causa mia.	9623423	Tom is hier vanwege mij.
388063	Mi sono alzato tardi stamattina.	397339	Ik ben vanmorgen laat opgestaan.
718523	Dice una nuova bugia per coprire le precedenti.	718621	Hij vertelt een nieuwe leugen om de voorafgaande te verdoezelen.
10773244	Ziri non vuole figli.	10773250	Ziri wil geen kinderen.
8377555	Odio le feste di compleanno.	9364636	Ik haat verjaardagsfeestjes.
5473605	Io e Tom condividiamo una stanza.	9484709	Tom en ik delen een kamer.
3155317	Faremo una grigliata sabato prossimo.	3237772	De volgende zaterdag houden we een barbecue.
5399318	Io non ricordo esattamente.	671858	Ik herinner het mij niet juist.
4411	Sorprendersi, stupirsi, è cominciare a capire.	382076	Verbaasd zijn, zich verwonderen, is beginnen te begrijpen.
374472	Fa freddo oggi.	655330	Vandaag is het koud.
1969670	È ora di mangiare.	1473527	Het is etenstijd.
3557856	Questa donna non viene dalla Siria.	3559577	Deze vrouw komt niet uit Syrië.
2582691	Io traduco quello che voglio!	11555693	Ik vertaal wat ik wil vertalen!
395540	Ho comprato un orologio.	637308	Ik heb een horloge gekocht.
3353376	Come minimo ci andranno le famiglie.	10212838	Op zijn minst zullen de families er heen gaan.
2680275	Lo stomaco è l'organo principale dell'apparato digerente.	4276890	De maag is het belangrijkste orgaan van het spijsverteringsstelsel.
1482371	La sua risposta era logica.	2178073	Zijn antwoord was logisch.
1740371	Quanto è grande la casa di Tom?	3218948	Hoe groot is Toms huis?
4417313	Anche tu.	7526201	Jij ook.
1135792	Mi piacciono i colori chiari.	659480	Ik zie graag heldere kleuren.
3806355	Hai già parlato con Tom?	12394802	Heb je al met Tom gesproken?
2617675	Tom è in Australia.	7926589	Tom is in Australië.
1547769	Il gallese è una bella lingua.	9285710	Welsh is een mooie taal.
1312401	Il Portogallo non è un'eccezione.	2333178	Portugal is geen uitzondering.
1662253	Tom sta masticando qualcosa.	9190852	Tom kauwt iets.
2981873	Melanie sta mangiando una mela.	9092211	Melanie eet een appel.
7279771	Si parla il giapponese in Giappone.	7547620	Men spreekt Japans in Japan.
3883859	"Il Bhutan si chiama ""Druk Yul"" in tibetano."	7462616	"Bhutan wordt ""Druk Yul"" genoemd in het Tibetaans."
1517507	Capisce quel che voglio dire?	4572109	Begrijp je wat ik wil zeggen?
2609631	Tom non può lavorare.	8700850	Tom kan niet werken.
3321112	Ho visto un uomo adulto che strisciava a carponi sulla cima di un muro. O era ubriaco, o voleva solo essere di nuovo giovane.	3321455	Ik heb een volwassen man gezien die op handen en voeten boven op een muur kroop. Ofwel was hij dronken, ofwel wou hij weer eens jong zijn.
8433091	"Dov'è il mio cappello? ""Proprio dietro di te."""	12036706	"Waar is mijn hoed? ""Vlak achter je."""
4262553	Conosci la città in cui vive?	443911	Ken jij de stad waar hij woont?
4416244	Un mostro orribile viveva qui prima.	4618341	Vroeger leefde hier een verschrikkelijk monster.
3629143	C'è una mensa all'università.	9775232	Er is een cafetaria in de universiteit.
5910173	Hai notato i capelli di Tom?	10943511	Heb je Toms haar opgemerkt?
1014687	Non mi piace il modo in cui ride.	763372	Ik hou niet van de manier waarop ze lacht.
4530319	A quel punto l'errore sarà già stato fatto.	4530337	Op dat moment zal de fout al gemaakt zijn.
373716	Questa è la mia scuola.	8001684	Dit is mijn school.
1157679	Entri!	384254	Komt u binnen!
2729024	Io sto diventando paranoico, non è vero?	6875489	Ik ben paranoïde aan het doen, nietwaar?
3149758	Sostengo la proposta.	3037317	Ik steun de motie.
5754045	C'è un terzo modo?	8434141	Is er een derde manier?
1267954	Non ho chiuso occhio la scorsa notte.	7963720	Ik heb vannacht geen oog dichtgedaan.
1144060	Va da sé che non è possibile.	1356193	Het spreekt vanzelf dat dat niet kan.
3787018	La luna si trova dietro le nuvole.	4169926	De maan zit achter de wolken.
375251	Benvenuto in Giappone.	377789	Welkom in Japan.
1445740	Io ho finito la fantasia!	6059958	Ik ben klaar met de verbeelding.
5992600	Il ponte è in costruzione.	419456	De brug is in aanbouw.
3165429	Che vita!	9806561	Wat een leven.
2411986	Mike ha chiamato il suo cane Spike.	378016	Mike heeft zijn hond Spike genoemd.
3174091	Perché il francese è così difficile?	9285703	Waarom is Frans zo moeilijk?
7218182	Sami ha lavorato là per sei mesi.	7845172	Sammy heeft daar zes maanden gewerkt.
4468761	Dopo ti avremo portato in ospedale.	4468768	Wij zullen jou later naar het ziekenhuis hebben gebracht.
6372274	Il mio nome è sulla lista.	12404280	Mijn naam staat op de lijst.
